AC7.2	C47C12.3
C27F2.8	H19N07.1
C27F2.8	H38K22.1
C27F2.8	K02A11.1
C27F2.8	K04G2.1
C27F2.8	K11H12.2
C27F2.8	M01B12.5
C27F2.8	M106.5
C27F2.8	M6.1
C27F2.8	R13A5.5
C27F2.8	R13A5.8
C27F2.8	R31.1
C27F2.8	T01C3.1
C27F2.8	T08B2.10
C27F2.8	T25C12.1
C27F2.8	T26A8.4
C27F2.8	T27F7.1
C27F2.8	W10D5.3
C27F2.8	Y105E8B.2
C27F2.8	Y106G6E.6
C27F2.8	Y106G6H.7
C27F2.8	Y111B2A.11
C27F2.8	Y111B2A.12
C27F2.8	Y111B2A.15
C27F2.8	Y17G7B.20
C27F2.8	Y47D3B.10
C27F2.8	Y48A6B.5
C27F2.8	Y49F6B.1
C27F2.8	Y52B11A.10
C27F2.8	Y71F9AM.4
C27F2.8	Y73B6BL.33
C27F2.8	Y77E11A.13
C27F2.8	ZC247.1
C27F2.8	ZC410.7
C27F2.8	ZK550.3
C27H6.2	C30C11.4
C27H6.2	C37A2.4
C27H6.2	C56C10.8
C27H6.2	D2013.5
C27H6.2	D2013.7
C27H6.2	F16D3.4
C27H6.2	F21C3.5
C27H6.2	F22B5.1
C27H6.2	F22B5.2
C27H6.2	F25B3.6
C27H6.2	F27E5.2
C27H6.2	F28D1.10
C27H6.2	F33H1.3
C27H6.2	F35H10.4
C27H6.2	F59E10.1
C27H6.2	K01C8.9
C27H6.2	K02B12.1
C27H6.2	K04G7.11
C27H6.2	R06A4.4
C27H6.2	R06C1.3
C27H6.2	R06C7.5
C27H6.2	R07G3.1
C27H6.2	R13F6.1
C27H6.2	T02G5.9
C27H6.2	T06D8.8
C27H6.2	T23D8.9
C27H6.2	W04A4.5
C27H6.2	W04A8.7
C27H6.2	W08F4.8
C27H6.2	Y34D9A.4
C27H6.2	Y40B1A.4
C27H6.2	Y47D3B.7
C27H6.2	Y49E10.21
C27H6.2	Y52B11A.9
C27H6.2	Y54E2A.11
C27H6.2	ZK1151.1
C27H6.2	ZK637.7
C28A5.3	F01F1.12
C28A5.3	F11C1.6
C28A5.3	F11E6.5
C28A5.3	F32E10.1
C28A5.3	F41E6.4
C28A5.3	F56C9.1
C28A5.3	F59B10.1
C28A5.3	H41C03.1
C28A5.3	K07E8.3
C28A5.3	R06A10.2
C28A5.3	R07E5.3
C28A5.3	R13G10.1
C28A5.3	R53.3
C28A5.3	T01D1.2
C28A5.3	T25C12.1
C28A5.3	T27F2.1
C28A5.3	T28F12.2
C28A5.3	W02A11.4
C28A5.3	W04D2.6
C28A5.3	W09C5.2
C28A5.3	Y63D3A.5
C28A5.3	ZC395.3
C28A5.3	ZK1127.5
C28C12.2	C32F10.6
C28C12.2	F10G7.4
C28C12.2	F17C11.10
C28C12.2	F26D2.2
C28C12.2	F32E10.6
C28C12.2	F35C5.7
C28C12.2	F41E6.4
C28C12.2	F57C9.5
C28C12.2	K08A8.3
C28C12.2	K11D9.1
C28C12.2	M01E5.5
C28C12.2	W02A2.6
C28C12.2	Y47G6A.12
C28C12.2	Y65B4BR.5
C28C12.2	ZK381.1
C29F9.7	C30C11.4
C29F9.7	C32E8.5
C29F9.7	C32E8.8
C29F9.7	C35C5.1
C29F9.7	C36B1.5
C29F9.7	C38C6.6
C29F9.7	C39F7.4
C29F9.7	C42C1.5
C29F9.7	C42D8.5
C29F9.7	C45B2.7
C29F9.7	C47E8.4
C29F9.7	C47E8.7
C29F9.7	C50F2.3
C29F9.7	C52E4.6
C29F9.7	C53D5.6
C29F9.7	C54D1.5
C29F9.7	D1081.8
C29F9.7	DY3.2
C29F9.7	E01A2.4
C29F9.7	F01F1.8
C29F9.7	F09B12.1
C29F9.7	F10C1.2
C29F9.7	F11C1.6
C29F9.7	F11H8.4
C29F9.7	F18G5.2
C29F9.7	F20B6.2
C29F9.7	F20D12.2
C29F9.7	F20D12.4
C29F9.7	F23F1.8
C29F9.7	F25B4.6
C29F9.7	F27D4.2
C29F9.7	F29D11.1
C29F9.7	F30H5.1
C29F9.7	F31C3.5
C29F9.7	F31E3.1
C29F9.7	F33D11.10
C29F9.7	F35H10.4
C29F9.7	F35H10.5
C29F9.7	F39B2.4
C29F9.7	F40F8.10
C29F9.7	F43G9.10
C29F9.7	F45G2.5
C29F9.7	F49D11.1
C29F9.7	F52E10.5
C29F9.7	F53B8.1
C29F9.7	F54C1.7
C29F9.7	F54F2.1
C29F9.7	F55A11.2
C29F9.7	F55A8.1
C29F9.7	F55C7.7
C29F9.7	F55F8.4
C29F9.7	F56D1.4
C29F9.7	F56H6.5
C29F9.7	F57B9.2
C29F9.7	H19M22.2
C29F9.7	K01C8.9
C29F9.7	K02B12.3
C29F9.7	K02F2.2
C29F9.7	K02F2.3
C29F9.7	K04H4.1
C29F9.7	K05C4.6
C29F9.7	K07A1.11
C29F9.7	K07D4.3
C29F9.7	K07D8.1
C29F9.7	K08E5.3
C29F9.7	K10G9.2
C29F9.7	K12H4.4
C29F9.7	M106.5
C29F9.7	M28.5
C29F9.7	R07G3.1
C29F9.7	R09B3.5
C29F9.7	R12B2.5
C29F9.7	R74.1
C29F9.7	T01D1.2
C29F9.7	T04G9.4
C29F9.7	T14F9.1
C29F9.7	T15B7.2
C29F9.7	T17E9.1
C29F9.7	T19B4.7
C29F9.7	T21D12.4
C29F9.7	T23D8.3
C29F9.7	T23D8.9
C29F9.7	T23F2.1
C29F9.7	T26A5.7
C29F9.7	T27F7.1
C29F9.7	W03C9.3
C29F9.7	W04A4.5
C29F9.7	W04A8.7
C29F9.7	W08F4.6
C29F9.7	W09C2.1
C29F9.7	W10C8.2
C29F9.7	Y105E8A.17
C29F9.7	Y105E8A.9
C29F9.7	Y105E8B.1
C29F9.7	Y106G6E.6
C29F9.7	Y110A2AL.8
C29F9.7	Y110A7A.8
C29F9.7	Y32F6A.3
C29F9.7	Y34D9A.10
C29F9.7	Y38F2AL.4
C29F9.7	Y40B1A.4
C29F9.7	Y47G6A.8
C29F9.7	Y48G10A.4
C29F9.7	Y49A3A.2
C29F9.7	Y53C10A.12
C29F9.7	Y54E10A.15
C29F9.7	Y54E10A.2
C29F9.7	Y54E10BR.6
C29F9.7	Y54E2A.11
C29F9.7	Y54E5B.3
C29F9.7	Y63D3A.5
C29F9.7	Y66A7A.8
C29F9.7	Y67D8C.10
C29F9.7	Y71G12B.11
C29F9.7	Y76A2A.2
C29F9.7	Y79H2A.3
C29F9.7	ZC101.2
C29F9.7	ZK1127.5
C29F9.7	ZK1151.1
C29F9.7	ZK430.1
C30A5.7	F55C7.7
C30A5.7	F56D1.4
C30A5.7	K04D7.1
C30A5.7	R07E5.3
C30A5.7	T01G9.4
C30A5.7	T21G5.5
C30C11.2	C42C1.5
C30C11.2	CD4.6
C30C11.2	E04A4.8
C30C11.2	F14B4.3
C30C11.2	F29G9.3
C30C11.2	F37E3.1
C30C11.2	F49C12.13
C30C11.2	F52B11.3
C30C11.2	K01G5.4
C30C11.2	K09H9.6
C30C11.2	K12H4.3
C30C11.2	M28.5
C30C11.2	R119.4
C30C11.2	T17E9.2
C30C11.2	T20H4.3
C30C11.2	W08D2.7
C30C11.2	Y71G12B.11
C30C11.2	ZK652.1
C30C11.4	C32A3.1
C30C11.4	C32D5.3
C30C11.4	C32E8.5
C30C11.4	C35C5.1
C30C11.4	C36B1.4
C30C11.4	C37A2.4
C30C11.4	C37C3.6
C30C11.4	C44E4.4
C30C11.4	C45G3.1
C30C11.4	C47D12.1
C30C11.4	C47E12.2
C30C11.4	C48B6.2
C30C11.4	C52E4.6
C30C11.4	C54D1.5
C30C11.4	C55A6.9
C30C11.4	C55B7.5
C30C11.4	C55B7.8
C30C11.4	C55B7.9
C30C11.4	C56C10.8
C30C11.4	D2013.5
C30C11.4	D2013.7
C30C11.4	D2021.1
C30C11.4	D2096.8
C30C11.4	DY3.2
C30C11.4	F01F1.8
C30C11.4	F08B4.5
C30C11.4	F08D12.1
C30C11.4	F09E5.1
C30C11.4	F10G7.4
C30C11.4	F11A3.2
C30C11.4	F11C1.6
C30C11.4	F11H8.4
C30C11.4	F13D11.2
C30C11.4	F14B4.3
C30C11.4	F16D3.4
C30C11.4	F19H6.1
C30C11.4	F20D12.2
C30C11.4	F20H11.6
C30C11.4	F21C3.5
C30C11.4	F22B5.1
C30C11.4	F23F1.8
C30C11.4	F25B3.6
C30C11.4	F25B4.6
C30C11.4	F26E4.1
C30C11.4	F26H11.1
C30C11.4	F27C1.6
C30C11.4	F27E5.2
C30C11.4	F28B3.7
C30C11.4	F28D1.10
C30C11.4	F29B9.6
C30C11.4	F29D11.1
C30C11.4	F31C3.5
C30C11.4	F32E10.1
C30C11.4	F33H1.3
C30C11.4	F35H10.4
C30C11.4	F37E3.1
C30C11.4	F38A6.1
C30C11.4	F40F8.10
C30C11.4	F43G9.12
C30C11.4	F46A9.5
C30C11.4	F48A11.1
C30C11.4	F48C1.4
C30C11.4	F48E8.5
C30C11.4	F48F7.1
C30C11.4	F52H3.1
C30C11.4	F53A2.4
C30C11.4	F54C4.3
C30C11.4	F54C9.1
C30C11.4	F54C9.9
C30C11.4	F54G8.3
C30C11.4	F54H12.1
C30C11.4	F55A12.8
C30C11.4	F55A8.1
C30C11.4	F56A11.1
C30C11.4	F57B10.3
C30C11.4	F57B9.2
C30C11.4	F57B9.5
C30C11.4	F57H12.1
C30C11.4	F58B3.4
C30C11.4	F59A3.1
C30C11.4	F59B10.1
C30C11.4	F59E10.1
C30C11.4	F59G1.7
C30C11.4	K01C8.10
C30C11.4	K01C8.9
C30C11.4	K02B12.1
C30C11.4	K02B12.3
C30C11.4	K04C2.2
C30C11.4	K04G7.11
C30C11.4	K05C4.6
C30C11.4	K07F5.14
C30C11.4	K08E3.6
C30C11.4	K10B2.1
C30C11.4	K12H4.3
C30C11.4	K12H4.8
C30C11.4	M01E5.5
C30C11.4	M04B2.1
C30C11.4	M106.5
C30C11.4	M110.4
C30C11.4	M28.5
C30C11.4	M57.2
C30C11.4	R02D3.3
C30C11.4	R02D3.5
C30C11.4	R05D3.4
C30C11.4	R06A4.4
C30C11.4	R06C1.3
C30C11.4	R06C7.5
C30C11.4	R06C7.8
C30C11.4	R06F6.1
C30C11.4	R07G3.1
C30C11.4	R08D7.2
C30C11.4	R09F10.3
C30C11.4	R11A8.2
C30C11.4	R13A5.12
C30C11.4	R13F6.1
C30C11.4	R151.9
C30C11.4	R53.3
C30C11.4	R53.4
C30C11.4	R53.6
C30C11.4	R74.1
C30C11.4	T01D1.2
C30C11.4	T01G9.6
C30C11.4	T02G5.9
C30C11.4	T02H6.11
C30C11.4	T04D3.2
C30C11.4	T06D8.8
C30C11.4	T07A9.6
C30C11.4	T08B2.10
C30C11.4	T08B2.9
C30C11.4	T08B6.3
C30C11.4	T10B5.3
C30C11.4	T10B5.5
C30C11.4	T13H5.4
C30C11.4	T16H12.4
C30C11.4	T17E9.1
C30C11.4	T17E9.2
C30C11.4	T20B12.1
C30C11.4	T23B12.7
C30C11.4	T23D8.9
C30C11.4	T23F2.1
C30C11.4	T23G7.1
C30C11.4	T25G3.3
C30C11.4	T26A5.7
C30C11.4	T26A5.9
C30C11.4	T26A8.4
C30C11.4	T26G10.1
C30C11.4	T27F7.3
C30C11.4	W01B6.9
C30C11.4	W02A11.4
C30C11.4	W03C9.4
C30C11.4	W04A4.5
C30C11.4	W04A8.7
C30C11.4	W06E11.1
C30C11.4	W07E6.1
C30C11.4	W08D2.7
C30C11.4	W08E3.1
C30C11.4	W08F4.8
C30C11.4	W09C2.1
C30C11.4	W09C5.2
C30C11.4	WBGene00007042
C30C11.4	Y106G6E.6
C30C11.4	Y11D7A.9
C30C11.4	Y32F6A.3
C30C11.4	Y34D9A.10
C30C11.4	Y34D9A.4
C30C11.4	Y40B1A.4
C30C11.4	Y41E3.11
C30C11.4	Y47D3A.26
C30C11.4	Y47D3A.6
C30C11.4	Y47G6A.20
C30C11.4	Y47G6A.8
C30C11.4	Y47G6A.9
C30C11.4	Y48B6A.3
C30C11.4	Y48G1A.5
C30C11.4	Y49E10.21
C30C11.4	Y49F6B.1
C30C11.4	Y51A2D.15
C30C11.4	Y51H7C.6
C30C11.4	Y52B11A.9
C30C11.4	Y53C10A.12
C30C11.4	Y53F4B.22
C30C11.4	Y54E10A.2
C30C11.4	Y54E2A.11
C30C11.4	Y55F3AR.3
C30C11.4	Y65B4BR.5
C30C11.4	Y66A7A.8
C30C11.4	Y71F9AM.4
C30C11.4	Y71G12B.11
C30C11.4	Y71G12B.14
C30C11.4	Y75B8A.7
C30C11.4	ZC123.3
C30C11.4	ZC518.2
C30C11.4	ZK1127.4
C30C11.4	ZK1127.5
C30C11.4	ZK1128.3
C30C11.4	ZK1151.1
C30C11.4	ZK550.4
C30C11.4	ZK637.7
C30C11.4	ZK742.1
C30C11.4	ZK795.3
C30C11.4	ZK856.10
C30G12.7	Y37D8A.9
C31E10.7	C32E12.3
C31E10.7	C33D3.1
C31E10.7	C33H5.18
C31E10.7	C37A2.4
C31E10.7	C38C6.6
C31E10.7	C42C1.5
C31E10.7	C47E12.2
C31E10.7	C52E4.6
C31E10.7	CD4.4
C31E10.7	D1014.3
C31E10.7	F08F8.2
C31E10.7	F11C1.6
C31E10.7	F11H8.4
C31E10.7	F18F11.5
C31E10.7	F23F1.5
C31E10.7	F25H2.4
C31E10.7	F29G9.3
C31E10.7	F35H10.4
C31E10.7	F41C3.4
C31E10.7	F42C5.10
C31E10.7	F48F7.1
C31E10.7	F57B10.1
C31E10.7	K02B12.1
C31E10.7	K07C5.1
C31E10.7	K07D4.3
C31E10.7	K10C2.4
C31E10.7	M03F4.7
C31E10.7	M57.2
C31E10.7	M88.6
C31E10.7	R12B2.5
C31E10.7	T01G9.4
C31E10.7	T01H3.1
C31E10.7	T05C12.10
C31E10.7	T17E9.2
C31E10.7	VW02B12L.1
C31E10.7	W04A8.7
C31E10.7	Y11D7A.9
C31E10.7	Y38A8.2
C31E10.7	Y39C12A.1
C31E10.7	Y51H7C.6
C31E10.7	Y57G11C.24
C31E10.7	Y6B3A.1
C31E10.7	Y71G12B.11
C31E10.7	Y71H2AM.17
C31E10.7	ZK1127.4
C31E10.7	ZK1193.5
C31H2.2	C33H5.9
C31H2.2	C41C4.6
C31H2.2	C52A11.2
C31H2.2	D1007.5
C31H2.2	F11C1.6
C31H2.2	F13D11.2
C31H2.2	F25B4.9
C31H2.2	F25D7.3
C31H2.2	F29D11.2
C31H2.2	F31E3.1
C31H2.2	F33H1.3
C31H2.2	F46E10.9
C31H2.2	F47A4.2
C31H2.2	F47F6.1
C31H2.2	F52B10.1
C31H2.2	F54D8.1
C31H2.2	F55C7.7
C31H2.2	F57B10.1
C31H2.2	F58A4.11
C31H2.2	F59B10.1
C31H2.2	H04M03.4
C31H2.2	H14N18.1
C31H2.2	K09A9.1
C31H2.2	M6.1
C31H2.2	R06C1.3
C31H2.2	R13A5.5
C31H2.2	R13G10.1
C31H2.2	R31.1
C31H2.2	T01B7.7
C31H2.2	T01D1.2
C31H2.2	T23D8.1
C31H2.2	T25C12.1
C31H2.2	T28F12.2
C31H2.2	Y106G6E.6
C31H2.2	Y106G6H.7
C31H2.2	Y113G7B.21
C31H2.2	Y11D7A.9
C31H2.2	Y38F2AL.1
C31H2.2	Y40B1A.4
C31H2.2	Y47D3B.10
C31H2.2	Y54E2A.3
C31H2.2	Y63D3A.5
C31H2.2	Y71G12B.14
C31H2.2	ZC581.1
C31H2.2	ZK1127.5
C31H2.2	ZK546.1
C32A3.1	C48B6.2
C32A3.1	F14B4.3
C32A3.1	F27C1.6
C32A3.1	F28B3.7
C32A3.1	F37E3.1
C32A3.1	F57B9.5
C32A3.1	K01C8.9
C32A3.1	K12H4.3
C32A3.1	R13A5.12
C32A3.1	T26G10.1
C32A3.1	Y75B8A.7
C32A3.1	ZK1127.5
C32A3.1	ZK1151.1
C32C4.5	D1037.2
C32C4.5	Y54E5B.1
C32D5.12	C35C5.1
C32D5.12	C45B2.7
C32D5.12	F08D12.1
C32D5.12	F13D11.2
C32D5.12	F39B2.6
C32D5.12	F57B10.1
C32D5.12	K04F10.4
C32D5.12	M01E5.5
C32D5.12	T27B1.2
C32D5.12	T27F7.3
C32D5.12	Y63D3A.5
C32D5.12	Y77E11A.13
C32D5.12	ZC518.2
C32D5.3	C44E4.4
C32D5.3	C47E12.2
C32D5.3	C55B7.5
C32D5.3	C55B7.8
C32D5.3	F32E10.1
C32D5.3	F33H1.3
C32D5.3	K07F5.14
C32D5.3	R08D7.2
C32D5.3	R09F10.3
C32D5.3	R13F6.1
C32D5.3	T06D8.8
C32D5.3	T23B12.7
C32D5.3	T25G3.3
C32D5.3	T26A5.7
C32D5.3	T26G10.1
C32D5.3	W06E11.1
C32D5.3	W07E6.1
C32D5.3	ZK795.3
C32D5.3	ZK856.10
C32E12.3	C38C6.6
C32E12.3	C41G7.1
C32E12.3	C42C1.5
C32E12.3	C42D8.5
C32E12.3	C47D12.1
C32E12.3	C47E12.2
C32E12.3	C52E4.6
C32E12.3	C56C10.8
C32E12.3	D1014.3
C32E12.3	F01F1.8
C32E12.3	F09B12.1
C32E12.3	F11C1.6
C32E12.3	F18F11.5
C32E12.3	F19H6.1
C32E12.3	F23F1.5
C32E12.3	F23F1.8
C32E12.3	F25B3.6
C32E12.3	F29D11.1
C32E12.3	F29G9.3
C32E12.3	F35H10.4
C32E12.3	F37E3.1
C32E12.3	F42C5.10
C32E12.3	F48F7.1
C32E12.3	F53F1.2
C32E12.3	F55A11.2
C32E12.3	F55B12.1
C32E12.3	F56B3.2
C32E12.3	F57B10.1
C32E12.3	H19M22.2
C32E12.3	K02B12.1
C32E12.3	K07D4.3
C32E12.3	K07D8.1
C32E12.3	K08E5.3
C32E12.3	K10C2.4
C32E12.3	K12H4.1
C32E12.3	M57.2
C32E12.3	R10F2.1
C32E12.3	R12B2.5
C32E12.3	R144.2
C32E12.3	T04G9.4
C32E12.3	T10H9.3
C32E12.3	T14G10.5
C32E12.3	T17E9.2
C32E12.3	T20B5.1
C32E12.3	T21D12.4
C32E12.3	T23F2.1
C32E12.3	T26A5.7
C32E12.3	W04G3.8
C32E12.3	W08D2.7
C32E12.3	W09B6.1
C32E12.3	Y111B2A.11
C32E12.3	Y11D7A.9
C32E12.3	Y34D9A.10
C32E12.3	Y48B6A.13
C32E12.3	Y54E10A.2
C32E12.3	Y57G11C.24
C32E12.3	Y71D11A.5
C32E12.3	Y71F9AM.4
C32E12.3	Y71F9B.4
C32E12.3	Y71G12B.11
C32E12.3	Y71H2AM.17
C32E12.3	Y76A2A.2
C32E12.3	Y77E11A.13
C32E12.3	Y79H2A.3
C32E12.3	ZC328.1
C32E12.3	ZK1151.1
C32E12.3	ZK1193.5
C32E12.4	C49F5.1
C32E12.4	F37E3.1
C32E12.4	F55C5.8
C32E12.4	F57B10.1
C32E12.4	F59B10.1
C32E12.4	F59E10.1
C32E12.4	H06H21.3
C32E12.4	H19N07.1
C32E12.4	K11H12.2
C32E12.4	M01B12.5
C32E12.4	T01C3.1
C32E12.4	Y111B2A.11
C32E12.4	Y111B2A.12
C32E12.4	Y17G7B.20
C32E12.4	Y48A6B.5
C32E12.4	Y52B11A.10
C32E12.4	Y71F9AM.4
C32E12.4	ZC247.1
C32E12.4	ZC410.7
C32E8.5	C56C10.8
C32E8.5	D2013.5
C32E8.5	F11C1.6
C32E8.5	F25B4.6
C32E8.5	F40F8.10
C32E8.5	F48A11.1
C32E8.5	K01C8.9
C32E8.5	M110.4
C32E8.5	R02D3.3
C32E8.5	R07G3.1
C32E8.5	R74.1
C32E8.5	T02G5.9
C32E8.5	T02H6.11
C32E8.5	T08B2.10
C32E8.5	T08B2.9
C32E8.5	T26A5.9
C32E8.5	W04A4.5
C32E8.5	Y32F6A.3
C32E8.5	Y40B1A.4
C32E8.5	Y54E2A.11
C32E8.5	Y66A7A.8
C32E8.5	Y71G12B.11
C32E8.5	ZK1151.1
C32E8.8	C36B1.5
C32E8.8	C50F2.3
C32E8.8	C53D5.6
C32E8.8	D1081.8
C32E8.8	E01A2.4
C32E8.8	F27D4.2
C32E8.8	F30F8.8
C32E8.8	F31C3.5
C32E8.8	F33D11.10
C32E8.8	F43G9.10
C32E8.8	F49D11.1
C32E8.8	F53B8.1
C32E8.8	F55F8.4
C32E8.8	K02F2.3
C32E8.8	K07A1.11
C32E8.8	K12C11.2
C32E8.8	R09B3.5
C32E8.8	T23D8.9
C32E8.8	W04A4.5
C32E8.8	W04A8.7
C32E8.8	W10C8.2
C32E8.8	Y105E8A.17
C32E8.8	Y105E8A.9
C32E8.8	Y110A7A.8
C32E8.8	Y47G6A.8
C32E8.8	Y48G10A.4
C32E8.8	Y54E10A.15
C32E8.8	Y54E10BR.6
C32E8.8	Y54E5B.3
C32F10.2	C33H5.9
C32F10.2	C49H3.8
C32F10.2	C52A11.2
C32F10.2	F26E4.1
C32F10.2	F48C1.4
C32F10.2	K12H4.8
C32F10.2	M04F3.1
C32F10.2	R02D3.5
C32F10.2	T05C12.6
C32F10.2	W09C2.1
C32F10.2	W09C5.2
C32F10.2	Y34D9A.4
C32F10.2	Y51H7C.6
C32F10.2	Y71H2B.3
C32F10.2	ZK546.13
C32F10.6	F10G7.4
C32F10.6	F17C11.10
C32F10.6	F26D2.2
C32F10.6	F32E10.6
C32F10.6	F35C5.7
C32F10.6	F41E6.4
C32F10.6	F57C9.5
C32F10.6	K08A8.3
C32F10.6	K11D9.1
C32F10.6	M01E5.5
C32F10.6	W02A2.6
C32F10.6	Y47G6A.12
C32F10.6	Y65B4BR.5
C32F10.6	ZK381.1
C33D3.1	C33H5.18
C33D3.1	C38C6.6
C33D3.1	C42C1.5
C33D3.1	C42D8.8
C33D3.1	C52E4.6
C33D3.1	D1014.3
C33D3.1	F01F1.8
C33D3.1	F08F8.2
C33D3.1	F11C1.6
C33D3.1	F11H8.4
C33D3.1	F26E4.9
C33D3.1	F29G9.3
C33D3.1	F35H10.4
C33D3.1	F41C3.4
C33D3.1	F55A11.2
C33D3.1	F57B10.1
C33D3.1	F57B9.10
C33D3.1	F59E10.3
C33D3.1	K02B12.1
C33D3.1	M03F4.7
C33D3.1	M57.2
C33D3.1	M88.6
C33D3.1	R12B2.5
C33D3.1	R144.2
C33D3.1	T01H3.1
C33D3.1	T05C12.10
C33D3.1	T05C12.7
C33D3.1	T10H9.3
C33D3.1	T17E9.2
C33D3.1	T22D1.4
C33D3.1	T27F2.1
C33D3.1	Y11D7A.9
C33D3.1	Y37D8A.18
C33D3.1	Y38A8.2
C33D3.1	Y39C12A.1
C33D3.1	Y57G11C.24
C33D3.1	Y71G12B.11
C33F10.5	C49F5.1
C33F10.5	F11C1.6
C33F10.5	F23H11.2
C33F10.5	F27C1.2
C33F10.5	K04G2.1
C33F10.5	K07C5.4
C33F10.5	K11H12.2
C33F10.5	T02G5.9
C33F10.5	T12C9.7
C33F10.5	ZC247.1
C33H5.18	C38C6.6
C33H5.18	C52E4.6
C33H5.18	F11H8.4
C33H5.18	F29G9.3
C33H5.18	F35H10.4
C33H5.18	F41C3.4
C33H5.18	F57B10.1
C33H5.18	K02B12.1
C33H5.18	M03F4.7
C33H5.18	M57.2
C33H5.18	M88.6
C33H5.18	T05C12.10
C33H5.18	T17E9.2
C33H5.18	Y11D7A.9
C33H5.18	Y39C12A.1
C33H5.18	Y57G11C.24
C33H5.18	Y71G12B.11
C33H5.9	C41C4.6
C33H5.9	C44E4.4
C33H5.9	C49F5.1
C33H5.9	C49H3.8
C33H5.9	C52A11.2
C33H5.9	C55B7.9
C33H5.9	D1007.5
C33H5.9	D2085.3
C33H5.9	F01F1.12
C33H5.9	F08B4.5
C33H5.9	F10E9.8
C33H5.9	F11C1.6
C33H5.9	F13D11.2
C33H5.9	F18H3.5
C33H5.9	F25B4.9
C33H5.9	F25D7.3
C33H5.9	F27C1.2
C33H5.9	F27E5.2
C33H5.9	F29D11.2
C33H5.9	F31E3.1
C33H5.9	F32E10.1
C33H5.9	F36H1.2
C33H5.9	F37C12.3
C33H5.9	F41E6.4
C33H5.9	F44B9.7
C33H5.9	F44C4.4
C33H5.9	F46E10.9
C33H5.9	F46F11.9
C33H5.9	F47A4.2
C33H5.9	F47D12.4
C33H5.9	F47F6.1
C33H5.9	F49E11.1
C33H5.9	F54D5.11
C33H5.9	F55C7.7
C33H5.9	F56D1.4
C33H5.9	F57B10.1
C33H5.9	F59B10.1
C33H5.9	F59E10.1
C33H5.9	H04M03.4
C33H5.9	H38K22.1
C33H5.9	K02A11.1
C33H5.9	K04G2.1
C33H5.9	K05C4.6
C33H5.9	K07C5.4
C33H5.9	K09A9.1
C33H5.9	K11H12.2
C33H5.9	K12H4.8
C33H5.9	M01E5.5
C33H5.9	M04F3.1
C33H5.9	M6.1
C33H5.9	R05D3.7
C33H5.9	R06C1.3
C33H5.9	R06C7.5
C33H5.9	R07B5.9
C33H5.9	R12E2.2
C33H5.9	R13A5.5
C33H5.9	R13G10.1
C33H5.9	R31.1
C33H5.9	T01B7.5
C33H5.9	T01B7.7
C33H5.9	T01C3.1
C33H5.9	T01D1.2
C33H5.9	T01G9.4
C33H5.9	T01G9.6
C33H5.9	T02G5.9
C33H5.9	T04A8.6
C33H5.9	T04D3.2
C33H5.9	T08B2.10
C33H5.9	T11G6.1
C33H5.9	T12F5.4
C33H5.9	T25C12.1
C33H5.9	T25G3.3
C33H5.9	T26A5.9
C33H5.9	T27C4.4
C33H5.9	T27F7.3
C33H5.9	T28F12.2
C33H5.9	W02A11.4
C33H5.9	W09C5.2
C33H5.9	W10D5.3
C33H5.9	Y105E8B.2
C33H5.9	Y106G6E.6
C33H5.9	Y106G6H.7
C33H5.9	Y111B2A.11
C33H5.9	Y113G7B.21
C33H5.9	Y11D7A.9
C33H5.9	Y17G7B.20
C33H5.9	Y34D9A.4
C33H5.9	Y38F2AL.1
C33H5.9	Y40B1A.4
C33H5.9	Y47D3B.10
C33H5.9	Y48A6B.5
C33H5.9	Y49F6B.1
C33H5.9	Y51H7C.6
C33H5.9	Y54E5B.3
C33H5.9	Y63D3A.5
C33H5.9	Y65B4BR.5
C33H5.9	Y71F9AM.4
C33H5.9	Y77E11A.13
C33H5.9	ZC247.1
C33H5.9	ZK1127.5
C33H5.9	ZK546.1
C34B2.7	C37H5.5
C34B2.7	C44E4.4
C34B2.7	C52A11.2
C34B2.7	F13D11.2
C34B2.7	F32E10.1
C34B2.7	F46A9.4
C34B2.7	R06C1.3
C34B2.7	R13G10.1
C34B2.7	T01G9.4
C34B2.7	T23D8.1
C34B2.7	T27F2.1
C34B2.7	W02A11.4
C34B2.7	Y51H7C.6
C34B2.7	Y63D3A.5
C34B2.7	ZK1098.1
C34B2.7	ZK1127.5
C34B2.8	C41C4.8
C34B2.8	C54G4.8
C34B2.8	D2013.5
C34B2.8	F26F4.10
C34B2.8	F36A2.7
C34B2.8	F52C9.7
C34B2.8	F55F8.5
C34B2.8	K12D12.1
C34B2.8	R53.4
C34B2.8	T01C3.7
C34B2.8	T04A8.6
C34B2.8	T23B12.7
C34B2.8	T24C4.1
C34B2.8	T26A8.4
C34B2.8	W01B11.3
C34B2.8	W07E6.1
C34B2.8	Y37E3.9
C34B2.8	Y92H12BR.8
C34B2.8	ZC434.4
C34F6.4	C35C5.4
C34F6.4	C37A5.9
C34F6.4	F31E3.1
C34F6.4	K03D3.10
C34F6.4	T05C12.6
C34F6.4	Y50D4C.1
C34F6.4	ZC504.4
C34F6.4	ZK1058.2
C34G6.6	C37H5.6
C34G6.6	C39E9.14
C34G6.6	C44E4.4
C34G6.6	C48A7.2
C34G6.6	F09E5.1
C34G6.6	F31E3.1
C34G6.6	F54E7.3
C34G6.6	F58B6.3
